,ID,UUID,Trip ID,Comment,Rate,Created At,Updated At,User Old ID,Trip Old ID,Classe,Comms,Length,Tokens
827,4547,f01bb7b8-ab89-4f31-9590-67f68e1f087f,17879.0,Pas de batterie ,2.0,2021-07-03T22:25:42.777Z,2021-07-03T22:25:42.777Z,60e0e03fdcb3f875965acf7d,60e0e169dcb3f875965afd68;;;;;;;;;;;;;;;;;,,pas de batterie ,16,"['pas', 'de', 'batterie']"
828,4548,c2dd07dd-34bf-450c-b53e-78f96d7351ff,15825.0,La pâte,5.0,2021-07-03T22:34:57.625Z,2021-07-03T22:34:57.625Z,60d243f59485da0e5c81d6fc,60e0e4b1dcb3f875965b52c0;;;;;;;;;;;;;;;;;,,la pate,7,"['la', 'pate']"
831,31228,d76bdaf9-763d-4ece-a7de-4929adbe59f0,49112.0,Bon,3.0,2022-02-13T17:05:46.394428Z,2022-02-13T17:05:46.394428Z,,;;;;;;;;;;;;;;;;;,,bon,3,['bon']
832,4564,ae8c26bc-e6ee-4897-996b-05d00555a1db,11446.0,Top merci pour les vélos neufs 😊👍,5.0,2021-07-04T06:28:09.872Z,2021-07-04T06:28:09.872Z,6036b4fb41a4ea629b3aa47e,60e14829dcb3f875965fd92d;;;;;;;;;;;;;;;;;,,top merci pour les velos neufs ,33,"['top', 'merci', 'pour', 'les', 'velos', 'neufs']"
833,4566,ed2e9aa1-43ea-4b24-910d-fed7e0f18c0a,16469.0,Un peu cher ;),4.0,2021-07-04T08:37:42.844Z,2021-07-04T08:37:42.844Z,60d6b3359485da0e5c3c83cf,60e170fcdcb3f87596649673;;;;;;;;;;;;;;;;,,un peu cher ;),14,"['un', 'peu', 'cher', ';', ')']"
834,24095,1086b5cd-d94e-4b44-9f63-d0b97ffb04c7,38549.0,Après un souci sur l appli et la géo-localisation tout est rentré dans l.ordre avec retard !!,4.0,2021-10-29T07:05:41.152943Z,2021-10-29T07:05:41.152943Z,,;;;;;;;;;;;;;;;;;,,apres un souci sur l appli et la geo-localisation tout est rentre dans l.ordre avec retard !!,93,"['apres', 'un', 'souci', 'sur', 'l', 'appli', 'et', 'la', 'geo-localisation', 'tout', 'est', 'rentre', 'dans', 'l.ordre', 'avec', 'retard', '!', '!']"
835,24675,fd344dc7-775b-41d5-9a28-5fe08c608145,39306.0,Trop cher,1.0,2021-11-05T14:27:09.571163Z,2021-11-05T14:27:09.571163Z,,;;;;;;;;;;;;;;;;;,,trop cher,9,"['trop', 'cher']"
836,27930,5b2a2134-9d51-4dad-8650-8ebf258ba281,44130.0,OK cool !,5.0,2021-12-24T20:11:06.878358Z,2021-12-24T20:11:06.878358Z,,;;;;;;;;;;;;;;;;;,,ok cool !,9,"['ok', 'cool', '!']"
837,4575,0ce42d42-2535-4e3a-9adf-2035efb2e39e,16817.0,Nickel,5.0,2021-07-04T11:27:16.614Z,2021-07-04T11:27:16.614Z,60d9bbbb9485da0e5ce4c200,60e1977bdcb3f875966825f0;;;;;;;;;;;;;;;;;,,nickel,6,['nickel']
838,4576,ffb88592-7df6-4774-a103-4bc8e0e70048,16817.0,Nickel,5.0,2021-07-04T11:27:16.993Z,2021-07-04T11:27:16.993Z,60d9bbbb9485da0e5ce4c200,60e1977bdcb3f875966825f0;;;;;;;;;;;;;;;;;,,nickel,6,['nickel']
839,4591,00731078-7fa6-47e8-ad8c-638bd6d694d7,17911.0,Porte bébé en plus serait top!,4.0,2021-07-04T14:25:43.653Z,2021-07-04T14:25:43.653Z,60e1c2a6dcb3f875966e6951,60e1c378dcb3f875966e80ec;;;;;;;;;;;;;;;;;,,porte bebe en plus serait top!,30,"['porte', 'bebe', 'en', 'plus', 'serait', 'top', '!']"
840,4602,e0834f0a-4ce0-4429-95d5-0aa50e8e75c3,17913.0,Manque de jus,4.0,2021-07-04T17:01:19.448Z,2021-07-04T17:01:19.448Z,60e1c2a6dcb3f875966e6951,60e1e686dcb3f8759673c4cf;;;;;;;;;;;;;;;;;,,manque de jus,13,"['manque', 'de', 'jus']"
841,4603,e8b450b5-a1fd-4251-bf34-c436342d3be7,11549.0,Parfait,5.0,2021-07-04T17:04:53.527Z,2021-07-04T17:04:53.527Z,603a6bffbc080b11808f6aee,60e1e8a3dcb3f87596740bbd;;;;;;;;;;;;;;;;;,,parfait,7,['parfait']
842,4608,a1c4d625-77be-4e72-b040-fb207ac5fe81,15395.0,Top ! ,5.0,2021-07-04T17:56:05.981Z,2021-07-04T17:56:05.981Z,60cada40c3528f5a7ec3d8b4,60e1f282dcb3f87596762366;;;;;;;;;;;;;;;;;,,top ! ,6,"['top', '!']"
843,4609,690c0f25-4abf-4dbf-84a9-0676575918d0,17318.0,Sa va ,3.0,2021-07-04T18:20:07.088Z,2021-07-04T18:20:07.088Z,60dd7a88dad7bb0f9248eedf,60e1fa0bdcb3f87596769a51;;;;;;;;;;;;;;;;;,,sa va ,6,"['sa', 'va']"
844,4613,a0a3b2c1-3e80-416b-8fe3-ccd69cc03afe,17319.0,Très bien ,3.0,2021-07-04T18:36:59.62Z,2021-07-04T18:36:59.62Z,60dd7a88dad7bb0f9248eedf,60e1fc25dcb3f8759676addf;;;;;;;;;;;;;;;;;,,tres bien ,10,"['tres', 'bien']"
845,4615,67c4f134-26f4-4898-ac0c-6a9571e1191c,12010.0,Super! Tres pratique pour rentrer de la gare!,5.0,2021-07-04T18:42:30.824Z,2021-07-04T18:42:30.824Z,604897dcbc080b118026a108,60e1fe80dcb3f8759676ea43;;;;;;;;;;;;;;;;;,,super! tres pratique pour rentrer de la gare!,45,"['super', '!', 'tres', 'pratique', 'pour', 'rentrer', 'de', 'la', 'gare', '!']"
846,4620,b4e804ab-3db2-45e0-a683-9eb4e3aa497b,15383.0,Bug bluetooth 5 min en plus payé 😭,1.0,2021-07-04T19:42:46.515Z,2021-07-04T19:42:46.515Z,60ca7877c3528f5a7ec2f44c,60e20771dcb3f8759678aba0;;;;;;;;;;;;;;;;;,,bug bluetooth 5 min en plus paye ,34,"['bug', 'bluetooth', '5', 'min', 'en', 'plus', 'paye']"
847,4630,03926f45-e5c2-4ed3-9ca2-7871d99f9ba1,16237.0,Plus dassistance avec le vélo ... Dessus ,1.0,2021-07-05T06:05:50.036Z,2021-07-05T06:05:50.036Z,60d5db459485da0e5c0d3292,60e29fa2dcb3f875967e814d;;;;;;;;;;;;;;;;;,,plus dassistance avec le velo ... dessus ,41,"['plus', 'dassistance', 'avec', 'le', 'velo', '...', 'dessus']"
848,4631,fd1f6142-29f0-47cb-9861-deb116d7281a,16238.0,Bonne assistance sur le 081 ,5.0,2021-07-05T06:14:10.612Z,2021-07-05T06:14:10.612Z,60d5db459485da0e5c0d3292,60e2a144dcb3f875967e9790;;;;;;;;;;;;;;;;;,,bonne assistance sur le 081 ,28,"['bonne', 'assistance', 'sur', 'le', '081']"
849,4633,25fc921d-bf2d-40cd-a0d3-f5418cc6d28d,17265.0,Pas d’électricité ,1.0,2021-07-05T08:31:32.46Z,2021-07-05T08:31:32.46Z,60dd616ddad7bb0f9237d47d,60e2c28cdcb3f8759681c8a3;;;;;;;;;;;;;;;;;,,pas delectricite ,18,"['pas', 'delectricite']"
850,4634,5be0dd1e-e55b-4d93-99c0-6888a50370ad,17266.0,Pas d’électrique,1.0,2021-07-05T08:35:22.876Z,2021-07-05T08:35:22.876Z,60dd616ddad7bb0f9237d47d,60e2c378dcb3f8759681dd2f;;;;;;;;;;;;;;;;;,,pas delectrique,16,"['pas', 'delectrique']"
851,4656,18263296-f41c-4d62-acf3-1436875a4a55,17321.0,Tres bien ,3.0,2021-07-05T12:29:59.711Z,2021-07-05T12:29:59.711Z,60dd7a88dad7bb0f9248eedf,60e2f78bdcb3f8759688e781;;;;;;;;;;;;;;;;;,,tres bien ,10,"['tres', 'bien']"
852,4672,740d3f14-39a1-4f18-a671-f3eef1718df8,15816.0,Satisfaite !,5.0,2021-07-05T16:01:16.388Z,2021-07-05T16:01:16.388Z,60d2415d9485da0e5c8177d9,60e32bf3dcb3f8759693b5ea;;;;;;;;;;;;;;;;;,,satisfaite !,12,"['satisfaite', '!']"
853,4676,fbb52950-1c27-480e-a53d-958158541205,15826.0,Set carre,3.0,2021-07-05T16:26:34.745Z,2021-07-05T16:26:34.745Z,60d243f59485da0e5c81d6fc,60e32bf3dcb3f8759693b436;;;;;;;;;;;;;;;;;,,set carre,9,"['set', 'carre']"
855,4685,db21373c-9623-4af8-af9f-564aea75ff22,17997.0,Genial,5.0,2021-07-05T17:03:14.746Z,2021-07-05T17:03:14.746Z,60e2bddfdcb3f8759681a9c4,60e337e7dcb3f87596968cbd;;;;;;;;;;;;;;;;;,,genial,6,['genial']
856,4699,12aba3a5-e49a-490f-8a65-1aa311ab7ccb,13846.0,La connection pour verrouiller le vélo n’a pas fonctionné. Le téléphone indiqué en cas de problème ne répond pas ! ,1.0,2021-07-05T18:48:27.596Z,2021-07-05T18:48:27.596Z,608543c2deb7eb746ac329a3,60e3461fdcb3f875969cbd7e;;;;;;;;;;;;;;;;;,,la connection pour verrouiller le velo na pas fonctionne. le telephone indique en cas de probleme ne repond pas ! ,115,"['la', 'connection', 'pour', 'verrouiller', 'le', 'velo', 'na', 'pas', 'fonctionne', '.', 'le', 'telephone', 'indique', 'en', 'cas', 'de', 'probleme', 'ne', 'repond', 'pas', '!']"
857,4701,620fcef4-6f2a-4af3-8250-0f0d3eabc855,15829.0,Ouii,2.0,2021-07-05T18:55:41.542Z,2021-07-05T18:55:41.542Z,60d243f59485da0e5c81d6fc,60e3526fdcb3f87596a0ed29;;;;;;;;;;;;;;;;;,,ouii,4,['ouii']
858,4703,45fc78ae-baf7-42e0-a237-c7b40df9612e,18028.0,Les freins moyen mais bien pour lensemble ,4.0,2021-07-05T19:08:00.865Z,2021-07-05T19:08:00.865Z,60e2eb3cdcb3f8759686ab74,60e35339dcb3f87596a12668;;;;;;;;;;;;;;;;;,,les freins moyen mais bien pour lensemble ,42,"['les', 'freins', 'moyen', 'mais', 'bien', 'pour', 'lensemble']"
859,4706,213a3cc9-c8bf-46ef-9fea-524fce00d7d6,11966.0,Pile cadenas à nue,5.0,2021-07-05T19:54:26.565Z,2021-07-05T19:54:26.565Z,6044fd9ebc080b118006d389,60e35f5cdcb3f87596a294dd;;;;;;;;;;;;;;;;;,,pile cadenas a nue,18,"['pile', 'cadenas', 'a', 'nue']"
860,4709,cb45dffc-3fa7-4cbf-b8f4-330eb6a09258,15830.0,Oui bien ,2.0,2021-07-05T20:02:27.575Z,2021-07-05T20:02:27.575Z,60d243f59485da0e5c81d6fc,60e364c4dcb3f87596a57bfc;;;;;;;;;;;;;;;;;,,oui bien ,9,"['oui', 'bien']"
861,4710,888d439c-09bb-472a-83d8-27b86f32afc5,18207.0,Oui,4.0,2021-07-05T20:10:48.655Z,2021-07-05T20:10:48.655Z,60e36251dcb3f87596a2f16f,60e366cbdcb3f87596a6ef2a;;;;;;;;;;;;;;;;;,,oui,3,['oui']
862,4713,03d8ed2b-1509-4041-ba0c-1f5d65408574,15831.0,Sa va sa roule bien ,3.0,2021-07-05T20:19:37.474Z,2021-07-05T20:19:37.474Z,60d243f59485da0e5c81d6fc,60e36560dcb3f87596a695ec;;;;;;;;;;;;;;;;;,,sa va sa roule bien ,20,"['sa', 'va', 'sa', 'roule', 'bien']"
863,4715,3bfd1e67-1b7c-48c5-8946-b7565af25d75,18215.0,Freine pas ,4.0,2021-07-05T20:21:19.269Z,2021-07-05T20:21:19.269Z,60e36692dcb3f87596a6d9a1,60e36765dcb3f87596a716cd;;;;;;;;;;;;;;;;;,,freine pas ,11,"['freine', 'pas']"
864,4724,acae551e-8e96-4740-a5e2-3d5e23386266,18216.0,Fun ,5.0,2021-07-05T21:01:21.585Z,2021-07-05T21:01:21.585Z,60e36a1edcb3f87596a7dc2c,60e36f8fdcb3f87596a8e49d;;;;;;;;;;;;;;;;;,,fun ,4,['fun']
865,24098,a0094479-6b56-4f1c-8b57-d21594ab30a6,38551.0,Top,5.0,2021-10-29T08:25:16.603786Z,2021-10-29T08:25:16.603786Z,,;;;;;;;;;;;;;;;;;,,top,3,['top']
866,25252,fc35872a-86cb-4bb8-8f77-00da8412b13e,40149.0,55,5.0,2021-11-12T16:57:39.150151Z,2021-11-12T16:57:39.150151Z,,;;;;;;;;;;;;;;;;;,,55,2,['55']
867,4740,494756d0-1671-4081-b7e5-5e05bcd39b2c,18256.0,est t il possible de desactiver le moteur electrique ?,4.0,2021-07-05T23:40:29.748Z,2021-07-05T23:40:29.748Z,60e39533dcb3f87596ae2f25,60e3962ddcb3f87596ae3139;;;;;;;;;;;;;;;;;,,est t il possible de desactiver le moteur electrique ?,54,"['est', 't', 'il', 'possible', 'de', 'desactiver', 'le', 'moteur', 'electrique', '?']"
868,4741,596f25f2-9432-4342-a6a0-cef0872d4b73,17955.0,Very good ,4.0,2021-07-06T00:21:27.012Z,2021-07-06T00:21:27.012Z,60e213e3dcb3f8759679f8ec,60e37267dcb3f87596a97743;;;;;;;;;;;;;;;;;,,very good ,10,"['very', 'good']"
869,4761,1f8b56be-2272-4183-9d9d-49023a207748,8893.0,Assistance electrique non fonctionnelle,1.0,2021-07-06T06:46:26.964Z,2021-07-06T06:46:26.964Z,5f88ba44fecfb355e0e546cb,60e3fba9dcb3f87596b377a4;;;;;;;;;;;;;;;;;,,assistance electrique non fonctionnelle,39,"['assistance', 'electrique', 'non', 'fonctionnelle']"
870,4773,280c6f95-044c-4e31-b572-00be50a8a975,18416.0,Trop compliqué pour trouver en emplacement où poser le velo,2.0,2021-07-06T09:49:51.264Z,2021-07-06T09:49:51.264Z,60e415fcdcb3f87596b6638c,60e419c8dcb3f87596b6e868;;;;;;;;;;;;;;;;;,,trop complique pour trouver en emplacement ou poser le velo,59,"['trop', 'complique', 'pour', 'trouver', 'en', 'emplacement', 'ou', 'poser', 'le', 'velo']"
871,4781,cd67a48a-7167-4133-9617-488b5249a273,18422.0,On peut pas prendre plusieurs vélos sur le même compte ,1.0,2021-07-06T10:25:53.278Z,2021-07-06T10:25:53.278Z,60e42a2cdcb3f87596bdb13e,60e42ef5dcb3f87596be8f83;;;;;;;;;;;;;;;;;,,on peut pas prendre plusieurs velos sur le meme compte ,55,"['on', 'peut', 'pas', 'prendre', 'plusieurs', 'velos', 'sur', 'le', 'meme', 'compte']"
872,24679,13d01bf8-0e3a-453f-820c-c8027fe03c65,39312.0,Sympa,4.0,2021-11-05T14:56:24.56391Z,2021-11-05T14:56:24.56391Z,,;;;;;;;;;;;;;;;;;,,sympa,5,['sympa']
873,4800,c4c0191d-6745-4c16-b76f-ba8ed95537ff,16422.0,Thvt,5.0,2021-07-06T12:11:07.67Z,2021-07-06T12:11:07.67Z,60d639a29485da0e5c3142b7,60dac3a79485da0e5c17310a;;;;;;;;;;;;;;;;;,,thvt,4,['thvt']
874,4820,71d2e53e-7457-4521-acc6-4ac6859af1c0,16249.0,Batterie qui senlève,5.0,2021-07-06T14:48:16.572Z,2021-07-06T14:48:16.572Z,60d5db459485da0e5c0d3292,60e469f9dcb3f87596ce0098;;;;;;;;;;;;;;;;;,,batterie qui senleve,20,"['batterie', 'qui', 'senleve']"
875,4822,b0658a5f-52ed-423a-a572-c400b01a7304,17999.0,Super,5.0,2021-07-06T14:56:54.337Z,2021-07-06T14:56:54.337Z,60e2bddfdcb3f8759681a9c4,60e46ba3dcb3f87596ce1953;;;;;;;;;;;;;;;;;,,super,5,['super']
876,4823,111ee319-cad8-421e-b0d0-21b6c06f97a3,17795.0,Cool ,5.0,2021-07-06T15:11:48.529Z,2021-07-06T15:11:48.529Z,60e06ef4dcb3f87596444960,60e46f9cdcb3f87596cedcb8;;;;;;;;;;;;;;;;;,,cool ,5,['cool']
877,4824,0310068d-3a6c-4c0e-8da5-18c1de2bf396,17755.0,pratique ,4.0,2021-07-06T15:14:08.271Z,2021-07-06T15:14:08.271Z,60e06521dcb3f87596428b4f,60e46f81dcb3f87596ceb981;;;;;;;;;;;;;;;;;,,pratique ,9,['pratique']
878,4827,6b2e5f5b-c04c-451c-a73f-6867f2e588c0,17796.0,Cool,5.0,2021-07-06T15:37:44.029Z,2021-07-06T15:37:44.029Z,60e06ef4dcb3f87596444960,60e47352dcb3f87596d03458;;;;;;;;;;;;;;;;;,,cool,4,['cool']
879,4829,8375b01f-1e0f-4140-99c7-ae20d3eba0e1,17757.0,nickel,4.0,2021-07-06T15:40:37.857Z,2021-07-06T15:40:37.857Z,60e06521dcb3f87596428b4f,60e478bedcb3f87596d10684;;;;;;;;;;;;;;;;;,,nickel,6,['nickel']
880,4830,f8a80eff-763e-48fc-b710-eec7dd0223db,17797.0,Bien ,5.0,2021-07-06T15:41:27.588Z,2021-07-06T15:41:27.588Z,60e06ef4dcb3f87596444960,60e478dadcb3f87596d112c8;;;;;;;;;;;;;;;;;,,bien ,5,['bien']
881,4836,05b8954d-53ed-4f65-b99b-ac9323b0e5cf,15283.0,Plus beaucoup de batterie ,4.0,2021-07-06T16:13:39.189Z,2021-07-06T16:13:39.189Z,60c87eadbf06287b8c932df0,60e47cf0dcb3f87596d1b630;;;;;;;;;;;;;;;;;,,plus beaucoup de batterie ,26,"['plus', 'beaucoup', 'de', 'batterie']"
882,4841,e574dbbf-d454-4295-9a32-6d85369bbdde,17758.0,trop bien ,4.0,2021-07-06T16:39:19.637Z,2021-07-06T16:39:19.637Z,60e06521dcb3f87596428b4f,60e47e2fdcb3f87596d1ff8e;;;;;;;;;;;;;;;;;,,trop bien ,10,"['trop', 'bien']"
883,4842,c72e8992-43fa-44be-bcaf-fc28a7669d93,17798.0,Bien ,5.0,2021-07-06T16:40:13.263Z,2021-07-06T16:40:13.263Z,60e06ef4dcb3f87596444960,60e47e2edcb3f87596d1fc0f;;;;;;;;;;;;;;;;;,,bien ,5,['bien']
884,4850,572aa7ed-8cca-41d6-983c-41fa5854303f,17729.0,manque de batterie ,3.0,2021-07-06T17:46:45.42Z,2021-07-06T17:46:45.42Z,60e061f4dcb3f8759641f5ab,60e495b2dcb3f87596d7f579;;;;;;;;;;;;;;;;;,,manque de batterie ,19,"['manque', 'de', 'batterie']"
885,4859,16aef1e0-0b66-4482-ae98-80e5a8927dee,16579.0,Super ,5.0,2021-07-06T19:33:16.219Z,2021-07-06T19:33:16.219Z,60d7308e9485da0e5c5b4954,60e4ae4ddcb3f87596df1be3;;;;;;;;;;;;;;;;;,,super ,6,['super']
886,4890,8711235a-f2e6-4b66-a84f-87c6cd09231a,17194.0,Super ,5.0,2021-07-06T22:23:39.271Z,2021-07-06T22:23:39.271Z,60dd5dbb33c14b0f742e1525,60e4d36adcb3f87596e59b13;;;;;;;;;;;;;;;;;,,super ,6,['super']
887,4893,cc794ca1-af73-4206-8eac-d8aad8f7dfd9,15832.0,Cool,5.0,2021-07-06T22:30:06.977Z,2021-07-06T22:30:06.977Z,60d243f59485da0e5c81d6fc,60e4d4a9dcb3f87596e5f95a;;;;;;;;;;;;;;;;;,,cool,4,['cool']
888,4895,632c29a9-e30d-4da0-9a0f-7bcda92ab135,16452.0,Trop delire,4.0,2021-07-06T22:45:19.2Z,2021-07-06T22:45:19.2Z,60d6863a9485da0e5c3c1b1b,60e4d3dddcb3f87596e5c36e;;;;;;;;;;;;;;;;;,,trop delire,11,"['trop', 'delire']"
889,4896,e16eb2f0-12b2-434f-ad95-8a109327f69d,18580.0,Viva le caca !!!,4.0,2021-07-06T22:46:05.048Z,2021-07-06T22:46:05.048Z,60e4ad3ddcb3f87596df04a0,60e4d489dcb3f87596e5f374;;;;;;;;;;;;;;;;;,,viva le caca !!!,16,"['viva', 'le', 'caca', '!', '!', '!']"
890,4897,92fd0223-db1c-4b03-8fc4-d561f670a4e1,17466.0,Bien,4.0,2021-07-06T22:49:32.706Z,2021-07-06T22:49:32.706Z,60dfa78ddcb3f8759633b04c,60e38a8cdcb3f87596ad7534;;;;;;;;;;;;;;;;;,,bien,4,['bien']
891,4901,31fd4940-025d-4d7c-8019-fb28b2f185a7,8480.0,Oui,4.0,2021-07-06T23:50:44.202Z,2021-07-06T23:50:44.202Z,5f5cb629fbbdc478d2ee310c,60e4eb0ddcb3f87596ea4223;;;;;;;;;;;;;;;;;,,oui,3,['oui']
892,4903,925a0d72-8510-4b13-8ab3-744972604446,8454.0,Parfait ,5.0,2021-07-07T00:22:06.466Z,2021-07-07T00:22:06.466Z,5f5cb61ffbbdc478d2ee3109,60e4ed92dcb3f87596ea661c;;;;;;;;;;;;;;;;;,,parfait ,8,['parfait']
893,25807,ecdd9864-c6c5-4375-9bd2-d94e2682da29,40981.0,remboursement svp le velo ne pouvait pas avancer ,1.0,2021-11-19T16:17:13.391129Z,2021-11-19T16:17:13.391129Z,,;;;;;;;;;;;;;;;;;,,remboursement svp le velo ne pouvait pas avancer ,49,"['remboursement', 'svp', 'le', 'velo', 'ne', 'pouvait', 'pas', 'avancer']"
894,4904,b12b7228-dabc-467d-b04d-9947d248dfa4,8481.0,Ct hella avec le sang,5.0,2021-07-07T00:22:12.946Z,2021-07-07T00:22:12.946Z,5f5cb629fbbdc478d2ee310c,60e4eda2dcb3f87596ea6d3b;;;;;;;;;;;;;;;;;,,ct hella avec le sang,21,"['ct', 'hella', 'avec', 'le', 'sang']"
895,4907,9a927fba-2791-4496-807b-367b96f63e39,14481.0,Super,5.0,2021-07-07T02:41:25.6Z,2021-07-07T02:41:25.6Z,60a0107b5e191854043f496c,60e511e7dcb3f87596ec22c2;;;;;;;;;;;;;;;;;,,super,5,['super']
896,4910,74abc36b-933c-4940-aecd-ca3b660f3439,18463.0,Bien,5.0,2021-07-07T04:42:05.09Z,2021-07-07T04:42:05.09Z,60e43ea3dcb3f87596c315e3,60e52f34dcb3f87596ecca69;;;;;;;;;;;;;;;;;,,bien,4,['bien']
897,4914,16dc17ec-6fa0-4e00-b10e-7630e93f26d5,15284.0,Pb au verrouillage  a 14 minutes je verrouille et il met 4 minutes de plus facturé à valider le paiement...,1.0,2021-07-07T06:01:47.581Z,2021-07-07T06:01:47.581Z,60c87eadbf06287b8c932df0,60e53edfdcb3f87596ed496d;;;;;;;;;;;;;;;;;,,pb au verrouillage  a 14 minutes je verrouille et il met 4 minutes de plus facture a valider le paiement...,107,"['pb', 'au', 'verrouillage', 'a', '14', 'minutes', 'je', 'verrouille', 'et', 'il', 'met', '4', 'minutes', 'de', 'plus', 'facture', 'a', 'valider', 'le', 'paiement', '...']"
898,4920,c4f64fae-ad5a-4810-b8f4-79b30ea8d372,11650.0,Cool,5.0,2021-07-07T07:18:10.099Z,2021-07-07T07:18:10.099Z,603ca9a7bc080b1180a1816d,60e53797dcb3f87596ecdfae;;;;;;;;;;;;;;;;;,,cool,4,['cool']
899,4934,d2df1fbb-929f-4816-85cd-556ac15ce6f7,18543.0,Parfait ,5.0,2021-07-07T11:58:47.734Z,2021-07-07T11:58:47.734Z,60e445f3dcb3f87596c472c2,60e5943cdcb3f87596fdda61;;;;;;;;;;;;;;;;;,,parfait ,8,['parfait']
900,4946,f801e2de-e501-4d12-a5ea-2278d0f181be,18464.0,Il n’y a plus beaucoup de frein sur le vélo cela peut être dangereux ,3.0,2021-07-07T13:34:27.602Z,2021-07-07T13:34:27.602Z,60e43ea3dcb3f87596c315e3,60e5abf6dcb3f87596056bc2;;;;;;;;;;;;;;;;;,,il ny a plus beaucoup de frein sur le velo cela peut etre dangereux ,69,"['il', 'ny', 'a', 'plus', 'beaucoup', 'de', 'frein', 'sur', 'le', 'velo', 'cela', 'peut', 'etre', 'dangereux']"
901,4947,f57626fe-e938-4f6f-be8b-0e0dd9496d7a,18790.0,++++,5.0,2021-07-07T14:04:21.17Z,2021-07-07T14:04:21.17Z,60e5a960dcb3f8759604023c,60e5b365dcb3f87596076d84;;;;;;;;;;;;;;;;;,,++++,4,['++++']
902,4955,e1bddd52-7ea9-41b6-80fa-088c46469f30,18693.0,Je,5.0,2021-07-07T14:16:02.146Z,2021-07-07T14:16:02.146Z,60e5a5b9dcb3f8759602e3ba,60e5b05cdcb3f875960677f0;;;;;;;;;;;;;;;;;,,je,2,['je']
903,27428,bb23195a-2ea9-4c6d-9fc5-9b17fcba9095,43399.0,Top !,5.0,2021-12-15T15:40:17.273322Z,2021-12-15T15:40:17.273322Z,,;;;;;;;;;;;;;;;;;,,top !,5,"['top', '!']"
904,27429,c7d48eb1-de9d-4aa7-b52b-0b109b80de74,43398.0,Top,5.0,2021-12-15T15:40:29.029317Z,2021-12-15T15:40:29.029317Z,,;;;;;;;;;;;;;;;;;,,top,3,['top']
905,27934,bde9b5ee-40d3-45ee-ba50-3a3e35a92e5e,44135.0,C’est pas bien vos vélo ,1.0,2021-12-25T00:24:25.133549Z,2021-12-25T00:24:25.133549Z,,;;;;;;;;;;;;;;;;;,,cest pas bien vos velo ,24,"['cest', 'pas', 'bien', 'vos', 'velo']"
906,30967,c7a7b046-a3b6-4a24-b68c-de34122ce099,48653.0,Poignet trop dur ,4.0,2022-02-10T14:31:13.130275Z,2022-02-10T14:31:13.130275Z,,;;;;;;;;;;;;;;;;;,,poignet trop dur ,17,"['poignet', 'trop', 'dur']"
907,4956,59dcad2b-39b0-4898-81f8-b6a6ddbfb2ee,18883.0,Pas d’assistance électrique ,1.0,2021-07-07T14:27:43.128Z,2021-07-07T14:27:43.128Z,60e5b721dcb3f87596085786,60e5b7d4dcb3f8759608bd03;;;;;;;;;;;;;;;;;,,pas dassistance electrique ,28,"['pas', 'dassistance', 'electrique']"
908,4959,0327208a-384a-40e1-9e24-10e566258fae,18884.0,Pas d’assistance électrique ,1.0,2021-07-07T14:41:25.572Z,2021-07-07T14:41:25.572Z,60e5b721dcb3f87596085786,60e5ba87dcb3f87596094d3a;;;;;;;;;;;;;;;;;,,pas dassistance electrique ,28,"['pas', 'dassistance', 'electrique']"
909,4960,8f8c1047-3c1d-42df-ac3d-82cbdd0dac34,18893.0,Aucune assistance ,5.0,2021-07-07T14:53:56.142Z,2021-07-07T14:53:56.142Z,60e5b736dcb3f87596086033,60e5ba80dcb3f87596094911;;;;;;;;;;;;;;;;;,,aucune assistance ,18,"['aucune', 'assistance']"
910,4971,cd8a2e1d-f2a3-4e75-aa04-d52db8d37150,18765.0,velo marche pas,1.0,2021-07-07T15:24:12.792Z,2021-07-07T15:24:12.792Z,60e5a8a4dcb3f8759603bce9,60e5c6eadcb3f875960c428c;;;;;;;;;;;;;;;;;,,velo marche pas,15,"['velo', 'marche', 'pas']"
911,4992,eebfcf23-dde1-47fa-85c0-311a05e9c23c,18913.0,Frein avant reste constamment bloqué !!! Grrrr,1.0,2021-07-07T16:55:18.177Z,2021-07-07T16:55:18.177Z,60e5cccbdcb3f875960d84d6,60e5db29dcb3f87596100696;;;;;;;;;;;;;;;;;,,frein avant reste constamment bloque !!! grrrr,46,"['frein', 'avant', 'reste', 'constamment', 'bloque', '!', '!', '!', 'grrrr']"
912,4993,165af82d-3c88-4981-a4e0-1d52515508bd,16481.0,Facile et pratique.,5.0,2021-07-07T16:56:30.181Z,2021-07-07T16:56:30.181Z,60d6d5f89485da0e5c3f720a,60e5dbcbdcb3f875961020cb;;;;;;;;;;;;;;;;;,,facile et pratique.,19,"['facile', 'et', 'pratique', '.']"
913,5013,7fc81018-b8d6-4f7f-bbec-2cc72a1648cf,15835.0,Il a des probleme le 017,1.0,2021-07-07T19:55:13.287Z,2021-07-07T19:55:13.287Z,60d243f59485da0e5c81d6fc,60e6053adcb3f8759616c937;;;;;;;;;;;;;;;;;,,il a des probleme le 017,24,"['il', 'a', 'des', 'probleme', 'le', '017']"
